id,datetime,user,size,change,note
955915958,2020-05-10 14:24:00,Dr. Blazer,400926,−2,→‎Impeachment
955915852,2020-05-10 14:23:00,Dr. Blazer,400928,+9,→‎Impeachment:  The writing was clunky.
955866172,2020-05-10 07:12:00,Mandruss,400919,,"Undid revision 955811372 by Starzoner (talk) - and this one - Talk:Donald Trump#Current consensus, item 25"
955847523,2020-05-10 03:55:00,Mgasparin,412436,,archives are not to be added to refs unless they are to dead links.
955813046,2020-05-09 23:19:00,Starzoner,457085,,→‎Political career:  archive
955812928,2020-05-09 23:18:00,Starzoner,433892,,→‎Media career:  archive
955811522,2020-05-09 23:06:00,Starzoner,431629,,→‎Business career:  archive
955811372,2020-05-09 23:05:00,Starzoner,412436,,→‎Personal life:  add
955735364,2020-05-09 14:07:00,SS49,400919,−33,"Alter: doi-broken-date, url, title. Add: pmid, doi-broken-date. Removed URL that duplicated unique identifier. | You can use this tool yourself. Report bugs here. | via #UCB_Gadget"
955574606,2020-05-08 15:33:00,Mandruss,400952,−11,Undid revision 955572545 by RandomUserGuy1738 (talk) - WP:NOTBROKEN
955572545,2020-05-08 15:19:00,RandomUserGuy1738,400963,+11,→‎Early life and education
955554575,2020-05-08 13:08:00,Space4Time3Continuum2x,400952,+8,"Undid revision 955461318 by Thanoscar21 (talk)Seems to be a misinterpretation of consensus item #22 which prohibits calling Trump a liar in WP voice but IMO does not preclude stating that RS used the word ""lies."" See also Talk."""
955469652,2020-05-08 00:19:00,Starzoner,400944,−8,bypass redirect || see here
955461533,2020-05-07 23:12:00,Thanoscar21,400952,+18,Minor grammar edits.
955461318,2020-05-07 23:09:00,Thanoscar21,400934,−8,"As per the current consensus on the talk page (no. 22) ""lies"" was deleted and ""falsehoods"" took its place."
955166349,2020-05-06 09:28:00,Bastun,400942,,Undid revision 955112677 by JFG (talk) Restore referenced content. Commutation is not the same as a pardon.
955112677,2020-05-06 01:15:00,JFG,400376,,"→‎Pardons and commutations:  On further reflection, remove Libby: G.W. Bush had already commuted his prison sentence in 2007, making the Trump full pardon less significant"
955112391,2020-05-06 01:12:00,JFG,400942,+44,→‎Pardons and commutations:  Specify who Libby worked for
955096965,2020-05-05 23:28:00,Starzoner,400898,−8,Bypass redirect || see here
955061623,2020-05-05 19:16:00,Mandruss,400906,−33,cite cleanup
955060524,2020-05-05 19:08:00,Mandruss,400939,+132,cite cleanup
955056161,2020-05-05 18:36:00,Davey2116,400807,+112,"→‎Health and lifestyle:  Undid revision 944033885, see current consensus, line 40"
955002159,2020-05-05 12:29:00,Starship.paint,400695,+398,"Some, like Hicks and McEntee, later returned to the White House in different posts."
955001588,2020-05-05 12:23:00,Starship.paint,400297,,"Trump's opinion of his handling, and his blaming of others"
954982052,2020-05-05 09:23:00,Space4Time3Continuum2x,399734,+35,→‎Family:  Too many fathers and personal pronouns for clarity. And now Friedrich's death in an earlier pandemic has become somewhat relevant
954968121,2020-05-05 07:25:00,Space4Time3Continuum2x,399699,+4,→‎Family:  Typo
954968036,2020-05-05 07:24:00,Space4Time3Continuum2x,399695,−11,→‎Family:  Who started working with whose mother?
954952154,2020-05-05 04:36:00,Mandruss,399706,−2,"→‎Family:  ce for clarity, whose grandfather are we referring to?"
954951933,2020-05-05 04:34:00,Mandruss,399708,+204,→‎Family:  cite cleanup
954784846,2020-05-04 08:53:00,Mandruss,399504,+27,"Undid revision 954732018 by GoodDay (talk) -- Talk:Donald Trump#Current consensus, item 17"
954732018,2020-05-04 01:02:00,GoodDay,399477,−27,
954651799,2020-05-03 15:46:00,Imagine Reason,399504,+178,→‎Family:  flu
954560617,2020-05-03 02:43:00,Markbassett,399326,−486,"→‎Coronavirus pandemic:   remove UNDUE snippet - that specific day and that ref not particularly BLP significant, and redundant"
954559445,2020-05-03 02:32:00,Muboshgu,399812,+21,date formats per MOS:DATEFORMAT by script
954471644,2020-05-02 15:56:00,EditQwerty,399791,−25,removed caption per WP:CAPTIONOBVIOUS or https://en.wikipedia.org/wiki/Wikipedia:Principle_of_Some_Astonishment#WP:CAPTIONOBVIOUS
954398394,2020-05-02 05:21:00,Iamreallygoodatcheckers,399816,+25,
954368898,2020-05-02 02:19:00,Mandruss,399791,−20,→‎Coronavirus pandemic:  ce: further surname reduction
954368253,2020-05-02 02:14:00,Mandruss,399811,−21,→‎Coronavirus pandemic:  ce
954362902,2020-05-02 01:36:00,SPECIFICO,399832,,→‎Coronavirus pandemic:  per edit request
954252457,2020-05-01 13:00:00,JFG,399325,,"→‎Pardons and commutations:  No support for this paragraph in this article, per talk page"
954030419,2020-04-30 09:07:00,Space4Time3Continuum2x,400521,+29,
954017195,2020-04-30 07:04:00,Mandruss,400492,−13,"→‎top:  meant to do this, sorry"
954017107,2020-04-30 07:03:00,Mandruss,400505,−32,"Undid revision 954008700 by Starship.paint (talk) - this was removed after a recent discussion, and we didn't see you there."
954008700,2020-04-30 05:41:00,Starship.paint,400537,+32,best of both worlds caption
954008369,2020-04-30 05:39:00,Starship.paint,400505,+15,describe pardoned person
954007832,2020-04-30 05:35:00,Starship.paint,400490,,add  relevant pardons
953995929,2020-04-30 03:49:00,Brogo13,399457,−3,ce
953976966,2020-04-30 01:28:00,MelanieN,399460,,→‎Coronavirus pandemic:  removing. Overkill to give so much coverage to a single column by a single reporter.
953975663,2020-04-30 01:20:00,Skyring,400282,,Notable. This piece has been widely quoted by many reliable sources.
953953837,2020-04-29 22:32:00,Malerooster,399460,,→‎Coronavirus pandemic:  rv non notable material
953949943,2020-04-29 22:03:00,Handoto,400282,+13,
953928679,2020-04-29 19:53:00,83d40m,400269,,expansion with an example of some international criticism of the trump handling of the pandemic
953903739,2020-04-29 17:21:00,JFG,399447,,"→‎Pardons and commutation:  List a few notable pardons, and point to main article"
953901345,2020-04-29 17:06:00,SPECIFICO,396673,,Undid revision 953896499 by JFG (talk) Barrister and offer did happen.
953896499,2020-04-29 16:37:00,JFG,395477,,→‎Pardons and commutation:  No need to report what did not happen
953892529,2020-04-29 16:14:00,JFG,396673,−13,→‎top:  WP:CAPTIONOBVIOUS
953880879,2020-04-29 15:01:00,EditQwerty,396686,−24,"In 2017, this how you describe an image."
953876911,2020-04-29 14:36:00,Scjessey,396710,+37,"Undid revision 953873757 by EditQwerty (talk) - we want this to establish the date of the picture and the fact that it is the official portrait. Also, we often get requests to change it, so having a caption probably eliminates some of those requests."
953873757,2020-04-29 14:14:00,EditQwerty,396673,−37,people know that's trump
953866128,2020-04-29 13:17:00,Space4Time3Continuum2x,396710,−5,→‎Branding and licensing:  Ce
953866017,2020-04-29 13:16:00,Space4Time3Continuum2x,396715,+10,→‎Branding and licensing:  Linked page was moved
953857679,2020-04-29 12:11:00,Starship.paint,396705,+73,wording on tax returns
953857030,2020-04-29 12:05:00,Starship.paint,396632,−98,change wording for tax returns
953856112,2020-04-29 11:57:00,Mandruss,396730,+4,→‎Financial disclosures:  cite cleanup
953854841,2020-04-29 11:45:00,Starship.paint,396726,0,ref
953854775,2020-04-29 11:45:00,Starship.paint,396726,+372,Trump also promised in 2015 to release his tax returns. Audit does not prevent tax return release
953734257,2020-04-28 20:02:00,JHunterJ,396354,−17,update link
953710544,2020-04-28 17:28:00,Scjessey,396371,−16,"Undid revision 953702490 by Brogo13 (talk) - it was an ACTUAL quote, not a scarequote."
953702490,2020-04-28 16:39:00,Brogo13,396387,+16,MOS:SCAREQUOTES
953677040,2020-04-28 13:53:00,Starship.paint,396371,−42,"Trump announced partial travel restrictions for most of Europe, effective March 13"
953676632,2020-04-28 13:50:00,Starship.paint,396413,+82,"Trump first supported, then later criticized Georgia Governor Brian Kemp's plan to reopen some nonessential businesses"
953669022,2020-04-28 12:53:00,Mandruss,396331,−18,MOS:EGG
953645759,2020-04-28 09:21:00,Brogo13,396349,−85,ce
953636589,2020-04-28 07:56:00,Sdkb,396434,+100,"→‎top:  Changes to wikilinks in the lead section, per discussion at Talk:Donald Trump#Can we find a way to link to Presidency of Donald Trump in the first paragraph?"
953612878,2020-04-28 03:51:00,Starship.paint,396334,0,wikilink
953612782,2020-04-28 03:51:00,Starship.paint,396334,+27,wikilink
953482267,2020-04-27 12:08:00,Mandruss,396307,+4,"→‎Coronavirus pandemic:  MOS:EGG, cite cleanup"
953467616,2020-04-27 10:43:00,Tobby72,396303,+2,reworded
953467215,2020-04-27 10:42:00,Tobby72,396301,,"relevant, notable, cited"
953464094,2020-04-27 10:26:00,Tobby72,394709,−99,"no need for two press briefing photos, plus rmv protest photo"
953451713,2020-04-27 09:18:00,Mandruss,394808,−426,→‎Relationship with the press:  belongs at Inane things Donald Trump said while president
953432753,2020-04-27 07:30:00,Starship.paint,395234,+365,"source: ""Karen Johnson is at least the 23rd woman to accuse Trump of misconduct."""
953426075,2020-04-27 06:50:00,Starship.paint,394869,+31,Ivana is relevant enough in this article to be mentioned as a specific accuser
953410087,2020-04-27 05:16:00,Starship.paint,394838,+31,attribute opinion
953409935,2020-04-27 05:15:00,Starship.paint,394807,0,switched order
953409637,2020-04-27 05:13:00,Starship.paint,394807,−141,further trim chosick
953409086,2020-04-27 05:10:00,Starship.paint,394948,+111,"trim Chozick. change wording of Stahl, negative coverage. add ""seeing / reading"". split paragraph"
953190213,2020-04-26 03:58:00,Starship.paint,394837,+60,"On March 11, Trump gave his first serious assessment of the virus (""horrible"") in a nationwide Oval Office address, however he also sought to downplay its impact, stating that the outbreak was ""a temporary moment"" and that there was no financial crisis. ............................. NYT source: ""Throughout his 10-minute, uncharacteristically formal address, Mr. Trump struggled to find a middle ground between acknowledging the deepening crisis and diminishing its threat to the country’s future."
953068685,2020-04-25 15:18:00,Mandruss,394777,+288,"Undid revision 953057584 by Brogo13 (talk) - 1. Do not change perfectly acceptable infobox template formatting just because your personal preference is different.2. Do not change punctuation of source titles in citations, as you were advised three weeks ago on your talk page."
953057584,2020-04-25 13:58:00,Brogo13,394489,−288,ce
952994591,2020-04-25 04:05:00,Sdkb,394777,+39,→‎Media career:  Added main hatnote for media career article
952983547,2020-04-25 02:40:00,Onetwothreeip,394738,,Reverted to revision 952913691 by Space4Time3Continuum2x (talk): Article not merely a receptacle for moronic statements by the subject (TW)
952966117,2020-04-25 00:41:00,David Tornheim,395339,,→‎Coronavirus pandemic:  Trump asks scientists to look into injecting disinfectants to kill COVID-19
952913691,2020-04-24 18:37:00,Space4Time3Continuum2x,394738,0,"Modified, denoting an office (not a title), per MOS:JOBTITLES"
952856379,2020-04-24 12:09:00,Indy beetle,394738,+35,→‎Election to the presidency
952855945,2020-04-24 12:06:00,Indy beetle,394703,0,"President of the United States is an official job, thus it warrants capitialisation"
952621753,2020-04-23 06:17:00,HAL333,394703,+2,Weird wording
952610858,2020-04-23 04:23:00,Iamreallygoodatcheckers,394701,+37,caption
952606165,2020-04-23 03:40:00,Markbassett,394664,+4,"→‎Coronavirus pandemic:  grammar, it’s health experts ‘and’ Azar vs ‘including’, since Azar isn’t included among health experts."
952583996,2020-04-23 00:42:00,Mandruss,394660,−64,"→‎Coronavirus pandemic:  Talk:Donald Trump#Current consensus, item 25"
952580775,2020-04-23 00:20:00,Starship.paint,394724,+1,Slightly clearer wording on hush payments
952580490,2020-04-23 00:18:00,Starship.paint,394723,−392,Same ref
952496177,2020-04-22 15:01:00,Starship.paint,395115,−1,eh... Azar probably isn’t a medical expert
952468510,2020-04-22 11:42:00,Starship.paint,395116,+482,ref for slow
952392326,2020-04-22 00:39:00,Mandruss,394634,+81,cite cleanup
952347747,2020-04-21 20:00:00,Brogo13,394553,−2,ce
952345382,2020-04-21 19:45:00,MrX,394555,−111,→‎Coronavirus pandemic:  fixed URL
952283721,2020-04-21 13:24:00,Capewearer,394666,+35,→‎Coronavirus pandemic:  link around redirect
952274729,2020-04-21 12:15:00,MrX,394631,+21,→‎Coronavirus pandemic:  Azar announced the travel ban and declared the the public heath emergency.
952274343,2020-04-21 12:12:00,MrX,394610,+64,"→‎Coronavirus pandemic:  CE, added Azar."
952273488,2020-04-21 12:05:00,MrX,394546,−3,→‎Coronavirus pandemic:  CE
952272972,2020-04-21 12:01:00,MrX,394549,,→‎Coronavirus pandemic:  +cites
952272204,2020-04-21 11:55:00,MrX,393696,−17,→‎Coronavirus pandemic:  Don't need that.
952272093,2020-04-21 11:54:00,MrX,393713,+126,Reverted to revision 952190974 by MelanieN (talk): Sources support this wording (TW)
952235996,2020-04-21 06:19:00,Markbassett,393587,−126,"→‎Coronavirus pandemic:  WP:V better match cites - WaPo didn't say 'slow', that was the NYT cite in next line; and NYT said warnings from senior official not 'calls for action from government medical experts'"
952190974,2020-04-21 00:47:00,MelanieN,393713,−115,"→‎Coronavirus pandemic:  removing section subheading, and replacing ""main article"" subhead with an inline wikilink; removing irrelevant and somewhat redundant point about who else is encouraging them."
952178793,2020-04-20 23:18:00,Purplebackpack89,393828,−133,Undid revision 952150573 by JLo-Watson (talk)...still an ongoing discussion as how to mention coronavirus in lede
952150573,2020-04-20 20:04:00,JLo-Watson,393961,+133,Established the Coronavirus Task Force
952067279,2020-04-20 11:54:00,Space4Time3Continuum2x,393828,−26,→‎Protests against state measures:  Redundant - main article link 2020 coronavirus pandemic in the United States
952039892,2020-04-20 08:00:00,Space4Time3Continuum2x,393854,,→‎Religion:  One interview in 2016 - trivio
952028787,2020-04-20 06:14:00,Wow,394619,−415,Undid revision 951995261 by J.S. Clingman (talk) not part of the america first agenda
951995261,2020-04-20 01:36:00,J.S. Clingman,395034,+415,
951989987,2020-04-20 01:00:00,J.S. Clingman,394619,,→‎Religion
951975377,2020-04-19 22:56:00,Zingarese,393854,,Undid revision 951961205 by Mandruss (talk) i cannot disagree more that this trivial mention is UNDUE
951961205,2020-04-19 21:01:00,Mandruss,392392,,→‎Protests against state measures:  Undue for a one-page Trump biography. This article is not about the coronavirus pandemic.
951931812,2020-04-19 17:35:00,Space4Time3Continuum2x,393854,−34,→‎Coronavirus pandemic
951931310,2020-04-19 17:31:00,Space4Time3Continuum2x,393888,−3,→‎Protests against state measures
951930999,2020-04-19 17:29:00,Space4Time3Continuum2x,393891,−7,→‎Support for social distancing protests
951930707,2020-04-19 17:27:00,Space4Time3Continuum2x,393898,+2,→‎Support for social distancing protests:  Grammar
951930256,2020-04-19 17:24:00,Space4Time3Continuum2x,393896,−28,"→‎Support for social distancing protests:  Operation Gridlock is merely a redirect to an article on a protest by 100–150 people in Lansing, Michigan, organized by the Michigan Conservative Coation and the Michigan Freedom Fund on Facebook under the name Operation Gridlock"
951929108,2020-04-19 17:16:00,Space4Time3Continuum2x,393924,,"→‎Support for social distancing protests: Unclear whether this is a movement or fringe.  Too much detail for top biography. ""Dozens of protesters,"" ""200 protesters"" -  not exactly a yuge turnout"
951914657,2020-04-19 15:41:00,ZiplineWhy,400028,+241,Copied from Protests over responses to the 2020 coronavirus pandemic article. Needs expansion.
951913772,2020-04-19 15:34:00,ZiplineWhy,399787,,Copied from Protests over responses to the 2020 coronavirus pandemic
951912789,2020-04-19 15:27:00,ZiplineWhy,392655,+229,Added Operation Gridlock section
951838943,2020-04-19 04:54:00,RopeTricks,392426,+40,→‎Foreign policy
951827513,2020-04-19 03:07:00,Dr. Blazer,392386,−1,"→‎Impeachment trial in the Senate:   Fixed semantic issue - the word ""first"" shouldn't be used if it has only happened once."
951809976,2020-04-19 00:51:00,Starship.paint,392387,+30,"rival pres candidate Biden, did not actually “attack” the press"
951789214,2020-04-18 22:08:00,Mandruss,392357,+7,cite cleanup
951724388,2020-04-18 15:08:00,Space4Time3Continuum2x,392350,+26,"→‎North Korea:  ""complete denuclearization"" is incomplete and might be misconstrued as Kim having promised to work toward denuclearization of North Korea."
951723401,2020-04-18 15:01:00,Space4Time3Continuum2x,392324,−24,"Undid revision 951723259 by Space4Time3Continuum2x (talk)Hit ""publish"" instead of ""preview"""
951723259,2020-04-18 15:00:00,Space4Time3Continuum2x,392348,+24,"→‎North Korea:  ""complete denuclearization"" but of waht"
951722821,2020-04-18 14:57:00,Space4Time3Continuum2x,392324,−295,→‎Travel ban:  The reliable secondary source explains what happened.
951719653,2020-04-18 14:35:00,Space4Time3Continuum2x,392619,+58,"→‎Government size and deregulation:  Trust Faux News to freely interprete ""identify for elimination"" as ""require to effective eliminate."" And then the WH proceeded to ""oversell its achievements with hyped statistics"" (https://www.washingtonpost.com/news/fact-checker/wp/2018/08/03/has-the-trump-administration-repealed-22-regulations-for-each-new-one/)"
951709433,2020-04-18 13:22:00,Space4Time3Continuum2x,392561,−148,→‎Coronavirus pandemic:  Social non-distancing two days after Trump declared national emergency
951682239,2020-04-18 10:05:00,Space4Time3Continuum2x,392709,−96,→‎Coronavirus pandemic:  Reliable secondary source
951681876,2020-04-18 10:02:00,Space4Time3Continuum2x,392805,−44,Vandalism?
951659476,2020-04-18 06:39:00,Starship.paint,392849,−162,"User:Mandruss - ""This article is not about the coronavirus pandemic"""
951655064,2020-04-18 05:55:00,Mandruss,393011,−422,Reverted to revision 951607921 by Mandruss (talk): Undue for a one-page Trump biography. This article is not about the coronavirus pandemic. (TW)
951646492,2020-04-18 04:32:00,Starship.paint,393433,0,date
951646227,2020-04-18 04:30:00,Starship.paint,393433,+422,global health emergency
951607921,2020-04-17 23:57:00,Mandruss,393011,+24,cite cleanup
951600815,2020-04-17 23:06:00,Mandruss,392987,+46,→‎Coronavirus pandemic:  cite cleanup
951600645,2020-04-17 23:05:00,Leijurv,392941,+1,→‎Coronavirus pandemic:  comma after date
951598018,2020-04-17 22:47:00,MelanieN,392940,+3,→‎Coronavirus pandemic:  need name
951593031,2020-04-17 22:17:00,The brave celery,392937,+333,"technichally true, though non-standard for inclusion in infobox"
951527511,2020-04-17 16:34:00,MelanieN,392604,+4,→‎Coronavirus pandemic:  copy edit
951524684,2020-04-17 16:19:00,SPECIFICO,392600,+1,→‎Coronavirus pandemic
951524445,2020-04-17 16:18:00,SPECIFICO,392599,+3,→‎Coronavirus pandemic:  I think this is the better word to denote a period of time
951519956,2020-04-17 15:50:00,MelanieN,392596,+3,→‎Coronavirus pandemic:  clarify time frame
951519013,2020-04-17 15:45:00,MelanieN,392593,+409,→‎Coronavirus pandemic:  move sentence and add reference
951414860,2020-04-17 01:32:00,InedibleHulk,392184,0,"→‎Acting:  If you're in the whole series, it's no cameo."
951403686,2020-04-17 00:15:00,Lindenfall,392184,,→‎Coronavirus pandemic:   Updated.
951400699,2020-04-16 23:56:00,Lindenfall,391405,+24,"→‎Coronavirus pandemic:   Se ction clean-up: WP:NPOV; brevity; grammar, and ""playing down"" is idiomatic, despite headline"
951344213,2020-04-16 18:23:00,Space4Time3Continuum2x,391381,+18,→‎Coronavirus pandemic
951343526,2020-04-16 18:19:00,Space4Time3Continuum2x,391363,−9,→‎Coronavirus pandemic
951320703,2020-04-16 16:06:00,Space4Time3Continuum2x,391372,+1,→‎Coronavirus pandemic:  Missing bracket
951320586,2020-04-16 16:04:00,Space4Time3Continuum2x,391371,−2,"→‎Coronavirus pandemic:  I don't see ""additional"" in the sources."
951317907,2020-04-16 15:47:00,RCraig09,391373,−83,"→‎False statements:  Adding link for updated Jan-Feb 2020 CNN data that is now reflected in graphic File:2017- Donald Trump veracity - composite graph.png . . . I think this cite fits guidelines for this article, User:Mandruss"
951312196,2020-04-16 15:11:00,Space4Time3Continuum2x,391456,−18,"→‎Coronavirus pandemic:  According to the source, Trump ""struggled to find a middle ground between acknowledging the deepening crisis and diminishing its threat to the country’s future."" Also per the source, until that address his ""response ... had been defined mostly by his own wishful thinking that projecting a ""business as usual"" approach would calm nerves and reassure the stock market."""
951291539,2020-04-16 12:56:00,SPECIFICO,391474,+124,→‎Coronavirus pandemic:  Adding MelanieN's text item #2 per talk.
951243794,2020-04-16 05:44:00,InedibleHulk,391350,+30,→‎WWF/E:  Can't forget Linda.
951174223,2020-04-15 21:29:00,Mandruss,391320,−2,MOS:PUNCT
951173955,2020-04-15 21:27:00,Mandruss,391322,−21,→‎Coronavirus pandemic:  cite cleanup
951157147,2020-04-15 19:45:00,MelanieN,391343,+41,"→‎Coronavirus pandemic:  moving the WHO pandemic designation to chronological placement, per talk page"
951088729,2020-04-15 12:20:00,MrX,391302,−10,→‎Coronavirus pandemic:  same
951087834,2020-04-15 12:13:00,MrX,391312,+44,→‎Coronavirus pandemic:  same
951087604,2020-04-15 12:11:00,MrX,391268,−55,→‎Coronavirus pandemic:  restoring some of Mandruss' edits
951087165,2020-04-15 12:08:00,MrX,391323,,→‎Coronavirus pandemic
951087040,2020-04-15 12:07:00,MrX,391951,,→‎Coronavirus pandemic:  Restoring material that has far more support than the version that omits the 6 week delay and reframes material differently than in sources. See my comments on the talk page.
951069534,2020-04-15 09:33:00,Mandruss,392981,0,→‎Coronavirus pandemic:  typo
951069369,2020-04-15 09:32:00,Mandruss,392981,−12,→‎Coronavirus pandemic:  ce
951068790,2020-04-15 09:26:00,Mandruss,392993,−12,"MOS:CURLY, MOS:PUNCT"
951067422,2020-04-15 09:14:00,Mandruss,393005,+264,→‎Coronavirus pandemic:  cite cleanup
951062370,2020-04-15 08:23:00,Markbassett,392741,−18,→‎Coronavirus pandemic:   cont. rest of Onetwothreeip - putting cites into template order
951058003,2020-04-15 07:53:00,Mandruss,392759,+421,→‎False statements:  restore lost verifiability
951056691,2020-04-15 07:41:00,Markbassett,392338,,→‎Coronavirus pandemic:   BOLD - put in order of occurrence (after edit conflict)
951055591,2020-04-15 07:29:00,Onetwothreeip,390530,−1,→‎Coronavirus pandemic:  fix
951054977,2020-04-15 07:22:00,Onetwothreeip,390531,−371,"→‎Coronavirus pandemic:  Changes in wording per talk page discussion, mostly re tone. Happy to discuss further with anybody."
951048452,2020-04-15 06:18:00,Mandruss,390902,−406,reuse ref after user talk
951040557,2020-04-15 05:04:00,Mandruss,391308,−28,→‎False statements:  update Kessler counter
951033717,2020-04-15 03:59:00,RCraig09,391336,+166,"→‎False statements:  Updating reference to latest Washington Post ""false or misleading statements"" data for Jan, Feb, March 2020. . . . for File:2017- Donald Trump veracity - composite graph.png"
951016617,2020-04-15 01:47:00,TJMSmith,391170,+1,→‎Coronavirus pandemic:  grammar
950950632,2020-04-14 18:18:00,ONUnicorn,391169,−1,"→‎Coronavirus pandemic:  ""others administration officials"" -> ""other administration officials"""
950790995,2020-04-13 21:19:00,SPECIFICO,391170,+290,"Undid revision 950790391 by Onetwothreeip (talk) No reason to change the existing text, which accurately and concisely reflected the cited sources. Please do not make unspecified remarks about ""editorialising"" in an edit summary. Use the talk page to discuss NPOV or other such concerns."
950790391,2020-04-13 21:16:00,Onetwothreeip,390880,−290,"→‎Coronavirus pandemic:  Toning down some of the editorialising here, making it more clearly about the facts of his relative inaction."
950787153,2020-04-13 20:55:00,Mandruss,391170,−1,→‎top:  dummy edit - load->loan
950787026,2020-04-13 20:54:00,Mandruss,391171,+1,"→‎Coronavirus pandemic:  You can pay down a load or other debt. You cannot pay down a threat AFAIK, and I find no RS support for that language here."
950785757,2020-04-13 20:46:00,MrX,391170,+284,"→‎Coronavirus pandemic:  I think this image best conveys Trump's predominant public role, and also provides context becuase of the yellow social distancing signs in the press room. Personally, I think the bill signing image could go, but I'll leave it for now."
950783696,2020-04-13 20:32:00,MrX,390886,−2,"→‎Coronavirus pandemic:  We can't lose the description found in the source. Exaggerated understates the verifiable facts. Trimmed unnecessary ""at the time""."
950780187,2020-04-13 20:09:00,MelanieN,390888,+63,"→‎Coronavirus pandemic:  replacing ""over-promised"" with ""exaggerated""; restoring context that testing was severely limited at the time"
950779540,2020-04-13 20:05:00,MelanieN,390825,−124,"→‎Coronavirus pandemic:  I disagree with the removal of specific dates. The dates are important in this case to follow the time progression of his actions and to place in context with the situation. Also removing the ""don't take any responsibility"" quote: no context since all the details about text problems have been removed."
950778617,2020-04-13 19:59:00,Mandruss,390949,+96,"Fix hidden comments re Forbes net worth. No, we don't need a new consensus to update this number every year to reflect the annual Forbes update.We would need a new consensus to use some other source for the Forbes estimate."
950774345,2020-04-13 19:31:00,Mandruss,390853,−6,update Forbes net worth est. per talk
950614059,2020-04-13 00:22:00,Mandruss,390859,−13,"→‎Coronavirus pandemic:  Same meaning, or close enough for our purposes, but conciser. Some may argue excessive precision."
950587338,2020-04-12 21:23:00,SPECIFICO,390872,+4,→‎Coronavirus pandemic:  conform to cited source
950555605,2020-04-12 18:06:00,Icaldonta,390868,+13,→‎WWE
950509964,2020-04-12 12:46:00,MrX,390855,+60,→‎Coronavirus pandemic:  replaced a source with a better one
950509165,2020-04-12 12:40:00,MrX,390795,+346,→‎Coronavirus pandemic:  +cite; WP:SAY
950508562,2020-04-12 12:35:00,MrX,390449,−93,→‎Coronavirus pandemic:  Reworded for clarity.
950507786,2020-04-12 12:28:00,MrX,390542,+2,→‎Coronavirus pandemic:  CE
950507571,2020-04-12 12:25:00,MrX,390540,−4,→‎Coronavirus pandemic:  CE
950507245,2020-04-12 12:22:00,MrX,390544,+7,→‎Coronavirus pandemic:  CE
950506759,2020-04-12 12:18:00,MrX,390537,,→‎Coronavirus pandemic:  Much of this is routine and non-biographical. All if this detail about testing is excessive for a biography. Specific dates are not good writing style. Let's not imitate Trump's unique style of rambling.
950458539,2020-04-12 06:04:00,Mandruss,394123,+28,cite cleanup
950458200,2020-04-12 06:01:00,Mandruss,394095,+23,cite cleanup
950457751,2020-04-12 05:57:00,Mandruss,394072,+112,cite cleanup
950441485,2020-04-12 03:14:00,Mandruss,393960,−1,cite cleanup
950430727,2020-04-12 01:53:00,BarrelProof,393961,+89,Adding author names
950416697,2020-04-12 00:10:00,Mandruss,393872,+216,→‎Coronavirus pandemic:  cite cleanup
950415125,2020-04-11 23:58:00,Mandruss,393656,−4,→‎Coronavirus pandemic:  ce
950400267,2020-04-11 22:09:00,MelanieN,393660,+32,→‎Coronavirus pandemic:  additional reference
950398038,2020-04-11 21:53:00,MelanieN,393628,+1,→‎Coronavirus pandemic:  period
950397748,2020-04-11 21:51:00,MelanieN,393627,−4,→‎Coronavirus pandemic:  slight change in wording to reflect the source better
950390935,2020-04-11 21:02:00,SPECIFICO,393631,,→‎Coronavirus pandemic:  Add reference and detail
950364898,2020-04-11 18:12:00,SPECIFICO,393069,,→‎Coronavirus pandemic:  Add quote and sources
950272368,2020-04-11 04:56:00,Jack Upland,392316,+2,"→‎North Korea:  Removing unexplained mention of a ""promise"""
950244559,2020-04-11 00:40:00,Mgasparin,392314,+9,→‎Coronavirus pandemic:  minor grammar fixes.
949986642,2020-04-09 17:17:00,Mandruss,392305,0,→‎Presidency:  move image down
949966526,2020-04-09 15:03:00,Wrath X,392305,−49,Per WP:NOTBROKE
949875506,2020-04-09 01:14:00,Yeungkahchun,392354,0,Undid revision 949871295 by Yeungkahchun (talk)
949871295,2020-04-09 00:38:00,Yeungkahchun,392354,0,→‎2020 presidential campaign
949858898,2020-04-08 22:40:00,Mandruss,392354,−5,→‎2020 presidential campaign:  cite cleanup
949858755,2020-04-08 22:39:00,Mandruss,392359,0,"→‎2020 presidential campaign:  ce, no need to split the term ""presumptive nominee"""
949857674,2020-04-08 22:28:00,Mandruss,392359,−6,→‎Russia:  Reuters is not acting as a wire service when it publishes content on its own website
949857135,2020-04-08 22:22:00,Neutrality,392365,+42,link event that may be unfamiliar to reader
949857022,2020-04-08 22:21:00,Neutrality,392323,−255,"the cited source does not support the ""Trump has criticized..."" statement - there's no mention of criticism in the source"
949855036,2020-04-08 22:04:00,Yeungkahchun,392578,+436,→‎2020 presidential campaign
949854223,2020-04-08 21:58:00,Muboshgu,392142,,"Undid revision 949853891 by Yeungkahchun (talk) ""will"" face ""presumptive"".... oh the irony"
949853891,2020-04-08 21:56:00,Yeungkahchun,392736,,→‎2020 presidential campaign
949848660,2020-04-08 21:19:00,Mandruss,392142,+287,→‎Coronavirus pandemic:  cite cleanup
